Style Number,Shape,Carat Weight,Color,Clarity,Graded By,Cut Grade,Fluorescence,Culet,Depth,Table,Girdle,Polish,Symmetry,Measurements,Price
57073_99192,Princess,0.74,I,VS2,GIA,Excellent,None,,80.80,70.00,Extr. Thick to Extr. Thick,Good,Good,4.59 x 4.58 x 3.70 mm,2302
BN3-1_13198,Princess,0.58,G,VVS1,GIA,Excellent,None,,70.40,73.00,Medium to Slightly Thick,Excellent,Very Good,4.67 x 4.63 x 3.26 mm,2314
23776_29708,Princess,0.59,K,VVS2,GIA,Excellent,None,None Pointed,72.50,71.00,Medium to Very Thick,Excellent,Very Good,4.56 x 4.53 x 3.28 mm,1475
GIA 22705_12794,Princess,0.60,K,SI1,GIA,Excellent,None,,72.30,74.00,Thick to Thick,Excellent,Good,4.49 x 4.47 x 3.23 mm,1765
27459_29708,Princess,0.61,E,VS2,GIA,Excellent,None,None Pointed,72.10,72.00,Thick to Very Thick,Excellent,Very Good,4.71 x 4.60 x 3.32 mm,2492
23777_29708,Princess,0.50,K,VS1,GIA,Excellent,None,None Pointed,70.10,75.00,Medium to Medium,Excellent,Very Good,4.54 x 4.52 x 3.17 mm,1228
30036_15631,Princess,0.74,H,SI1,EGL,Excellent,,,77.50,71.00,,Very Good,Good,4.87 x 4.71 x 3.65 mm,1738
PR01051_13865,Princess,0.46,I,VS2,GIA,Excellent,None,,72.40,80.00,Medium to Extr. Thick,Good,Good,4.28 x 4.16 x 3.01 mm,1342
22224_116297,Princess,0.50,D,VVS1,GIA,Excellent,None,,67.30,72.00,Medium to Medium,Very Good,Very Good,4.61 x 4.47 x 3.00 mm,2162
30015_61592,Princess,0.41,F,SI1,GIA,Excellent,None,,74.10,72.00,Slightly Thick to Thick,Excellent,Good,4.17 x 4.04 x 2.99 mm,1152
27973_29708,Princess,0.53,E,VVS2,GIA,Excellent,None,None Pointed,74.70,73.00,Thick to Very Thick,Excellent,Very Good,4.35 x 4.33 x 3.23 mm,2154
26942_43225,Princess,0.42,D,VVS2,GIA,Excellent,None,,68.40,72.00,Medium to Slightly Thick,Very Good,Good,4.39 x 4.22 x 2.89 mm,1711
PRN271_78664,Princess,0.72,I,SI1,GIA,Excellent,None,,72.60,71.00,Medium to Thick,Excellent,Very Good,4.95 x 4.85 x 3.52 mm,2502
27470_29708,Princess,0.50,D,VS1,GIA,Excellent,None,None Pointed,70.70,73.00,Slightly Thick to Thick,Excellent,Very Good,4.53 x 4.48 x 3.17 mm,2175
23850_29708,Princess,0.70,J,VS2,GIA,Excellent,None,None Pointed,72.70,71.00,Slightly Thick to Thick,Excellent,Very Good,4.85 x 4.78 x 3.48 mm,2301
0813_31501,Princess,0.78,I,I1,EGL,Excellent,None,,77.00,85.00,,Good,Good,5.38 x 4.77 x 3.63 mm,1799
8537_117908,Princess,0.30,I,VVS1,GIA,Excellent,Faint,,77.80,68.00,Thick to Very Thick,Very Good,Very Good,3.49 x 3.49 x 2.71 mm,844
N1486_15631,Princess,0.57,F,I1,EGL,Excellent,None,,67.10,70.00,,Very Good,Very Good,4.70 x 4.60 x 3.12 mm,1134
WFSE-5521_92506,Princess,0.71,F,VS1,GIA,Excellent,Medium,,72.80,67.00,Thick to Very Thick,Excellent,Very Good,4.93 x 4.82 x 3.51 mm,2101
SPJ333173_115090,Princess,0.62,F,VS2,GIA,Excellent,None,,64.50,76.00,Extr. Thin to Very Thick,Very Good,Good,5.14 x 4.93 x 3.18 mm,2428
26856_43225,Princess,0.81,K,VS2,GIA,Excellent,Faint,,76.40,72.00,Thick to Thick,Very Good,Very Good,5.09 x 4.86 x 3.71 mm,2429
25880_29708,Princess,0.59,G,VS1,GIA,Excellent,None,None Pointed,71.70,71.00,Medium to Thick,Excellent,Good,4.70 x 4.62 x 3.31 mm,2188
A5SF-16_21571,Princess,0.50,D,SI2,GIA,Excellent,None,,78.40,66.00,Slightly Thick to Very Thick,Very Good,Fair,4.29 x 4.15 x 3.25 mm,1468
S4776_77451,Princess,0.45,G,VS1,GIA,Excellent,None,,84.40,76.00,Thick to Extr. Thick,Good,Fair,4.36 x 3.71 x 3.13 mm,1314
PR1093_13865,Princess,0.44,E,VVS2,GIA,Excellent,None,,64.50,81.00,Medium to Thick,Good,Good,4.49 x 4.40 x 2.84 mm,2117
25912_29708,Princess,0.50,E,VVS2,GIA,Excellent,Faint,None Pointed,71.50,74.00,Thick to Thick,Excellent,Excellent,4.39 x 4.32 x 3.09 mm,2033
17350_1326,Princess,0.63,J,SI2,GIA,Excellent,Faint,,80.90,72.00,Very Thick to Extr. Thick,Very Good,Fair,4.75 x 4.41 x 3.57 mm,1278
303-886b_21362,Princess,0.60,F,SI2,GIA,Excellent,None,,72.70,78.00,Thick to Thick,Excellent,Very Good,4.71 x 4.64 x 3.37 mm,1909
18220_116297,Princess,0.70,J,VS1,GIA,Excellent,None,,79.40,68.00,Thick to Very Thick,Excellent,Very Good,5.06 x 4.51 x 3.58 mm,2147
GIA 22700_12794,Princess,0.59,K,VS2,GIA,Excellent,Faint,,75.10,74.00,Slightly Thick to Very Thick,Excellent,Good,4.60 x 4.48 x 3.36 mm,1620
GIA 22242_12794,Princess,0.51,D,VVS2,GIA,Excellent,Faint,,72.80,75.00,Thick to Very Thick,Very Good,Very Good,4.44 x 4.37 x 3.18 mm,2456
80059_21413,Princess,0.71,H,I1,GIA,Excellent,None,,80.20,76.00,Thin to Extr. Thick,Good,Fair,4.77 x 4.71 x 3.78 mm,1898
S50540_23298,Princess,0.57,H,VS2,GIA,Excellent,None,,68.20,88.00,Slightly Thick to Very Thick,Good,Fair,5.02 x 4.61 x 3.14 mm,1818
PR2079_13865,Princess,0.45,E,SI2,EGL,Excellent,None,,71.50,79.00,Medium to Medium,Good,Good,4.43 x 4.17 x 2.95 mm,1712
SM220315_34292,Princess,0.70,H,SI1,GIA,Excellent,None,,76.40,72.00,Very Thick to Very Thick,Excellent,Very Good,4.70 x 4.69 x 3.58 mm,2386
B508-2_13198,Cushion,0.70,G,SI2,GIA,Excellent,None,,59.40,58.00,Slightly Thick to Very Thick,Good,Good,5.79 x 5.17 x 3.07 mm,3153
26127_29708,Cushion,0.55,E,VS1,GIA,Excellent,Faint,None Pointed,66.50,64.00,Medium to Thick,Very Good,Very Good,4.93 x 4.72 x 3.13 mm,1875
LD21015271_NVD,Cushion,0.53,E,SI1,GIA,Fair,None,NON,66.30,61.00,Very Thick to Very Thick,Very Good,Very Good,4.83x4.66x3.09 mm,1371
LPJ290967_115090,Cushion,0.53,I,VS2,GIA,Excellent,None,,68.50,58.00,Slightly Thick to Very Thick,Very Good,Very Good,4.77 x 4.55 x 3.12 mm,1838
CU-16435_30838,Cushion,0.80,F,SI2,GIA,Excellent,Faint,,71.60,59.00,Slightly Thick to Thick,Excellent,Excellent,5.66 x 5.15 x 3.69 mm,2884
N0151110_32457,Cushion,0.41,H,SI1,GIA,Excellent,Strong,,68.70,58.00,Medium to Very Thick,Excellent,Good,4.26 x 4.10 x 2.82 mm,791
N0188050A_92506,Cushion,0.70,K,VS1,GIA,Excellent,None,,69.80,62.00,Medium to Thick,Excellent,Excellent,5.08 x 4.79 x 3.34 mm,1589
66577_32541,Cushion,0.51,J,VS2,GIA,Excellent,Faint,,66.80,65.00,Medium to Very Thick,Excellent,Very Good,4.39 x 4.34 x 2.90 mm,955
758-006_110308,Cushion,0.56,D,VS2,GIA,Excellent,Strong,,50.40,65.00,Thin to Very Thick,Excellent,Very Good,5.31 x 5.26 x 2.66 mm,1722
LPJ290968_115090,Cushion,0.50,I,SI1,GIA,Excellent,None,,67.00,57.00,Medium to Thick,Excellent,Good,4.88 x 4.24 x 2.85 mm,1439
50106_118100,Cushion,0.70,G,VS2,GIA,Excellent,Strong,,70.70,56.00,Medium to Very Thick,Excellent,Very Good,5.41 x 4.85 x 3.43 mm,2741
CU35/G_19133,Cushion,0.50,G,VS1,GIA,Excellent,None,,76.50,58.00,Very Thick to Extr. Thick,Very Good,Very Good,4.68 x 3.96 x 3.03 mm,1649
RT-278_30893,Cushion,0.53,J,VS2,GIA,Excellent,None,,73.40,57.00,Very Thick to Extr. Thick,Excellent,Very Good,4.72 x 4.22 x 3.09 mm,1228
N0248819_92506,Cushion,0.70,E,VVS2,GIA,Excellent,None,,69.40,62.00,Medium to Very Thick,Excellent,Very Good,4.95 x 4.95 x 3.43 mm,2402
AR-107_2760,Cushion,0.61,D,VS1,GIA,Fair,Strong,None,67.00,65.00,,Excellent,Excellent,5.04 x 4.58 x 3.06 mm,1545
DZ-275_2760,Cushion,0.91,J,VVS1,GIA,Fair,Strong,None,66.70,59.00,,Excellent,Excellent,5.56 x 5.21 x 3.48 mm,2529
52339_12962,Cushion,0.50,F,SI2,GIA,Excellent,None,,65.50,51.00,Extr. Thin to Extr. Thick,Good,Good,6.12 x 4.11 x 2.69 mm,1476
S60040_23617,Cushion,0.56,J,VS1,GIA,Excellent,None,,67.80,63.00,Medium to Very Thick,Excellent,Good,4.75 x 4.53 x 3.07 mm,1660
21790B_846,Cushion,0.72,I,I1,GIA,Very Good,None,Medium,63.40,58.00,Very Thin to Slightly Thick,Good,Very Good,5.73 x 5.21 x 3.31 mm,2642
GIA 6877_12794,Cushion,0.50,D,SI1,GIA,Excellent,Medium,,68.30,64.00,Very Thick to Very Thick,Very Good,Good,4.37 x 4.35 x 2.97 mm,1686
44218_37711,Cushion,0.50,J,VS2,GIA,Excellent,None,,70.10,58.00,Medium to Very Thick,Excellent,Very Good,4.63 x 4.22 x 2.96 mm,1264
N0234906_92506,Cushion,1.00,I,SI1,GIA,Excellent,None,,68.70,63.00,Medium to Very Thick,Excellent,Excellent,5.85 x 5.58 x 3.83 mm,2885
AJW-01536_61524,Cushion,0.52,H,VS2,GIA,Excellent,Faint,,70.90,64.00,Thick to Extr. Thick,Very Good,Good,4.95 x 4.19 x 2.97 mm,1934
LC-85_15326,Cushion,0.31,I,VVS2,GIA,Good,None,None,64.30,64.00,Thick to Extremely Thick,Excellent,Very Good,3.82 x 3.8 x 2.44 mm,725
N0201183_92506,Cushion,0.31,J,VS1,GIA,Excellent,Faint,,68.40,63.00,Thin to Very Thick,Very Good,Very Good,3.86 x 3.84 x 2.63 mm,539
N0134803A_32457,Cushion,1.01,K,VS1,GIA,Excellent,None,,67.60,66.00,Slightly Thick to Thick,Excellent,Very Good,5.93 x 5.74 x 3.88 mm,2447
BG368-4_13198,Cushion,0.63,J,SI1,GIA,Excellent,None,,64.40,68.00,Medium to Very Thick,Very Good,Good,5.31 x 4.87 x 3.14 mm,1572
43004_37711,Cushion,0.61,I,SI1,GIA,Excellent,Faint,,67.10,60.00,Medium to Thick,Excellent,Very Good,4.86 x 4.68 x 3.14 mm,1590
5725_105581,Cushion,0.63,G,SI2,GIA,Excellent,None,,68.10,62.00,Slightly Thick to Very Thick,Excellent,Very Good,4.75 x 4.69 x 3.19 mm,1763
N0243221_92506,Cushion,0.75,H,VS1,GIA,Excellent,Medium,,69.10,64.00,Medium to Very Thick,Excellent,Excellent,5.30 x 4.94 x 3.42 mm,1905
G23328_53479,Cushion,0.50,I,SI1,GIA,Excellent,None,,67.80,60.00,Thin to Thick,Very Good,Very Good,4.84 x 4.33 x 2.94 mm,1154
RG182517_NVD,Cushion,0.50,E,VS1,GIA,Fair,None,,66.60,62.00,Thin - Slightly Thick to Thin - Slightly Thick,Excellent,Very Good,4.55x4.54x3.02 mm,1524
GD422115_27853,Cushion,0.96,I,I1,GIA,Excellent,Very Strong,,68.90,65.00,Slightly Thick to Thick,Excellent,Excellent,5.79 x 5.30 x 3.65 mm,3028
LPJ290969_115090,Cushion,0.51,I,SI1,GIA,Excellent,None,,69.40,60.00,Medium to Thick,Very Good,Good,4.82 x 4.48 x 3.11 mm,1489
HQ-196_2760,Cushion,0.71,G,VVS1,GIA,Fair,None,None,67.00,61.00,,Excellent,Very Good,4.97 x 4.93 x 3.3 mm,2506
N0158950A_92506,Cushion,0.75,J,VS1,GIA,Excellent,None,,68.80,62.00,Medium to Very Thick,Excellent,Very Good,5.17 x 4.94 x 3.40 mm,1544
LPJ290970_115090,Cushion,0.61,H,VS2,GIA,Excellent,None,,67.50,64.00,Medium to Thick,Very Good,Very Good,5.37 x 4.72 x 3.18 mm,2651
N0040258_32457,Cushion,0.62,J,VS2,GIA,Excellent,None,,68.90,63.00,Medium to Thick,Excellent,Very Good,4.89 x 4.65 x 3.21 mm,1226
9241-392256_917,Cushion,0.46,H,SI2,GIA,Fair,None,None,65.70,59.00,,Very Good,Good,4.55 x 4.22 x 2.77 mm,807
BS-9113_68771,Cushion,0.95,I,VVS2,GIA,Excellent,Strong,,75.00,66.00,Thick to Extr. Thick,Very Good,Good,5.74 x 4.93 x 3.69 mm,3139
E41993-01_42875,Cushion,0.50,J,SI1,GIA,Excellent,Faint,,60.70,62.00,Thin to Very Thick,Excellent,Very Good,5.04 x 4.42 x 2.68 mm,1462
19883_61592,Cushion,0.81,I,SI1,GIA,Excellent,None,,68.70,64.00,Medium to Very Thick,Excellent,Good,5.52 x 5.12 x 3.52 mm,3185
